"Item #","Item Description",MSP,"Retail Price","Dealer Price","Sale Price","Sale Ends",Quantity,"UPC Code",Manufacturer,"Gun Type","Model Series",Caliber,Action,Capacity,Finish,Stock,Sights,"Barrel Length","Overall Length",Features
74442,"CHT BULLDOG 44SP DA REV 4.2SS",$394.99,$497.00,$394.99,,,3,#678958744422#,"Charter Arms","Revolver: Double Action",Bulldog,"44 S&W SPL","Double Action",5,"Stainless Steel","Rubber Grips with Finger Grooves","Adjustable Rear Sight",4.2,8.75,"Spurred Hammer/ Shrouded Ejector Rod"
13811,"CHT UNDERCOVER 38SP DAO REV 2B",$299.99,$382.20,$299.99,,,7,#678958138115#,"Charter Arms","Revolver: Double Action Only",Undercover,"38 SPL","Double Action Only",5,"Black Passivate Coating","Compact Rubber Grips with Finger Grooves",Fixed,2,6.75,"Concealed Hammer/ Shrouded Ejector Rod"
13820,"CHT UNDERCOVER 38SP DA REV 2B",$294.99,$375.20,$294.99,,,10,#678958138207#,"Charter Arms","Revolver: Double Action",Undercover,"38 SPL","Double Action",5,"Black Passivate Coating","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
73820,"CHT UNDR COVER 38SP DA REV 2SS",$314.99,$397.60,$314.99,,,1,#678958738209#,"Charter Arms","Revolver: Double Action",Undercover,"38 SPL","Double Action",5,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
63820,"CHT UNDR COVER 38SP DA REV 2B",$379.99,$477.40,$379.99,,,16,#678958638202#,"Charter Arms","Revolver: Double Action",Undercover,"38 SPL","Double Action",5,Blacknitride,"Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
73829,"CHT UNDERCOVER 38SP DA REV 2SS",$344.99,$434.00,$344.99,,,4,#678958738292#,"Charter Arms","Revolver: Double Action",Undercover,"38 SPL","Double Action",5,"Stainless Steel/ High-Polish","Walnut Grips",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
73220,"CHT UNDERCOVR 32H&R DA REV 2SS",$339.99,$431.20,$339.99,,,2,#678958732207#,"Charter Arms","Revolver: Double Action",Undercoverette,"32 H&R MAG","Double Action",6,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53211,"CHT UNDERCOVR 32H&R COMP DA 2S",$339.99,$429.80,$339.99,,,3,#678958532111#,"Charter Arms","Revolver: Double Action",Undercoverette,"32 H&R MAG","Double Action",6,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Concealed Hammer/ Shrouded Ejector Rod"
53221,"CHT UNDERCOVR 32H&R COMP DA 2B",$349.99,$441.00,$349.99,,,0,#678958532210#,"Charter Arms","Revolver: Double Action",Undercoverette,"32 H&R MAG","Double Action",6,"Black Passivate Coating","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Concealed Hammer/ Shrouded Ejector Rod"
53821,"CHT UNDERCOVER LT 38SP DAO 2B",$324.99,$411.60,$324.99,,,0,#678958538212#,"Charter Arms","Revolver: Double Action Only",Undercover,"38 SPL","Double Action Only",5,"Stainless Steel","Compact Rubber Grips with Finger Grooves",Fixed,2,6.75,"Concealed Hammer/ Shrouded Ejector Rod"
53820,"CHT UNCOVER LT 38SP DA 2B ALUM",$324.99,$411.60,$324.99,,,6,#678958538205#,"Charter Arms","Revolver: Double Action",Undercover,"38 SPL","Double Action",5,"Aluminum (Looks Like Stainless Steel)","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53824,"CHT UNCOVER LT 38SP DA 2BLK/RD",$329.99,$417.20,$329.99,,,0,#678958538243#,"Charter Arms","Revolver: Double Action","Undercover Lite","38 SPL","Double Action",5,"Black and Red","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53624,"CHT UNCOV II 38SP DA GRN/HP",$372.99,$470.40,$372.99,,,6,#678958536249#,"Charter Arms","Revolver: Double Action","Undercover II","38 SPL","Double Action",6,"Green & High-Polished","Black Pearlite Grips",Fixed,2.2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53620-CHT,"CHT THE UNDCO 2 38SP 2ALUM/SS",$339.99,$427.00,$339.99,,,2,#678958536201#,"Charter Arms","Revolver: Double Action",Undercover,"38 SPL","Double Action",6,"Aluminum (Looks Like Stainless Steel)",Standard,"FT: Fiber Optic RR: Fixed",2.2,,"Shrouded Ejector Rod"
23872,"CHT UNCOV LT 38SP DA OLDGLORY",$422.99,$533.40,$422.99,,,5,#678958238723#,"Charter Arms","Revolver: Double Action","Undercover Lite","38 SPL","Double Action",5,Red/White/Blue,"Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
25387,"CHT UNCOV LT 38SP DA CHAMELEON",$389.99,$492.80,$389.99,,,0,#678958253870#,"Charter Arms","Revolver: Double Action","Undercover Lite","38 SPL","Double Action",5,Chameleon,"Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53879,"CHT UNDRCVR 38SP DA 2SS BDHP",$339.99,$429.80,$339.99,,,2,#678958538793#,"Charter Arms","Revolver: Double Action","Undercover Lite","38 SPL","Double Action",5,"Blue Diamond/ Hi-Polish Stainless Steel","Full Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53630,"CHT ROSIE 38SP DA 2 SS/PNK",$339.99,$427.00,$339.99,,,5,#678958536300#,"Charter Arms","Revolver: Double Action",Rosie,"38 SPL","Double Action",6,"Aluminum (Looks Like Stainless Steel) and Pink",Standard,"FT: Fiber Optic RR: Fixed",2.2,,"Standard Hammer"
53830,"CHT PINKLADY 38SP DA 2ALUM/PNK",$329.99,$417.20,$329.99,,,2,#678958538304#,"Charter Arms","Revolver: Double Action","Pink Lady|Undercover Lite","38 SPL","Double Action",5,"Aluminum (Looks Like Stainless Steel) and Pink","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53831,"CHT PINKLADY 38SP DAO 2ALUM/PK",$329.99,$417.20,$329.99,,,5,#678958538311#,"Charter Arms","Revolver: Double Action Only","Pink Lady|Undercover Lite","38 SPL","Double Action Only",5,"Aluminum (Looks Like Stainless Steel) and Pink","Black Rubber Compact Grips with Finger Grooves",Fixed,2,6.75,"Shrouded Ejector Rod/ 3-Point Cylinder Lock-up"
53851,"CHT PINK OD 38SP DAO 2ALUM/PNK",$339.99,$427.00,$339.99,,,5,#678958538519#,"Charter Arms","Revolver: Double Action Only","Pink Lady|Off Duty","38 SPL","Double Action Only",5,"Aluminum (Looks Like Stainless Steel) and Pink","Compact Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Shrouded Ejector Rod/ 3-Point Cylinder Lock-up"
53840,"CHT LAV LADY 38SP DA 2SS/LAV",$329.99,$417.20,$329.99,,,0,#678958538403#,"Charter Arms","Revolver: Double Action","Lavender Lady|Undercover Lite","38 SPL","Double Action",5,"Stainless Steel & Lavender","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53841,"CHT LAV LDY 38SP DAO 2ALUM/LAV",$329.99,$417.20,$329.99,,,4,#678958538410#,"Charter Arms","Revolver: Double Action Only","Lavender Lady|Undercover Lite","38 SPL","Double Action Only",5,"Aluminum(Looks Like Stainless Steel) & Lavender","Black Rubber Grip with Finger Grooves",Fixed,2,6.75,"Shrouded Ejector Rod/ 3-Point Cylinder Lock-up"
53854,"CHT LAVLDY OD 38SP DAO 2LAV/SS",$339.99,$427.00,$339.99,,,2,#678958538540#,"Charter Arms","Revolver: Double Action Only","Lavender Lady|Off Duty","38 SPL","Double Action Only",5,"Aluminum (Looks Like Stainless Steel/ Lavender","Compact Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Shrouded Ejector Rod/ 3-Point Cylinder Lock-up"
53860,"CHT SANTAFE 38SP LT 2ALU/TURQ",$329.99,$417.20,$329.99,,,2,#678958538601#,"Charter Arms","Revolver: Double Action","Santa Fe|Undercover Lite","38 SPL","Double Action",5,"Aluminum (Looks Stainless Steel) and Turquoise","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53864,"CHT SANTAFE 38SP DA 2BLK/TURQ",$329.99,$417.20,$329.99,,,1,#678958538649#,"Charter Arms","Revolver: Double Action","Santa Fe|Undercover Lite","38 SPL","Double Action",5,"Black and Turquoise","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53839,"CHT CHICLADY 38SP DA 2ALUM/PNK",$379.99,$477.40,$379.99,,,4,#678958538397#,"Charter Arms","Revolver: Double Action","Chic Lady|Pink Lady|Undercover Lite","38 SPL","Double Action",5,"High Polish Stainless and Pink","Black Rubber Compact Grip with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53826-CHT,"CHT CHICLADY 38SP DA 2RED/WHT",$364.99,$459.20,$364.99,,,2,#678958538267#,"Charter Arms","Revolver: Double Action","Chic Lady","38 SPL","Double Action",5,"High Polish Stainless and Red","White Pearl Grips",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53811,"CHT OFF DUTY 38SP DAO REV 2ALU",$329.99,$415.80,$329.99,,,2,#678958538113#,"Charter Arms","Revolver: Double Action Only","Off Duty","38 SPL","Double Action Only",5,"Aluminum (Looks Like Stainless Steel)","Compact Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Concealed Hammer/ Shrouded Ejector Rod"
72224,"CHT PATHFINDER 22LR DA REV 2SS",$344.99,$434.00,$344.99,,,4,#678958722246#,"Charter Arms","Revolver: Double Action",Pathfinder,22LR,"Double Action",8,"Stainless Steel","Rubber Grips with Finger Grooves","Patridge Front Sight/ Square Notch Rear Sight",2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
72242,"CHT PATHFNDR 22LR DA REV 4.2SS",$359.99,$456.40,$359.99,,,3,#678958722420#,"Charter Arms","Revolver: Double Action",Pathfinder,22LR,"Double Action",8,"Stainless Steel","Rubber Grips with Finger Grooves","FT:Integral RR:Adjustable",4.2,8.95,"Spurred Hammer/ Shrouded Ejector Rod"
72243,"CHT PATHFNDR 22LR DA 4.2SS RW",$394.99,$499.80,$394.99,,,3,#678958722437#,"Charter Arms","Revolver: Double Action",Pathfinder,22LR,"Double Action",8,"Stainless Steel","Rosewood Grips","FT:Integral RR:Adjustable",4.2,8.95,"Spurred Hammer/ Shrouded Ejector Rod"
72245,"CHT PATHFNDR 22LR 4.2SS RW OPT",$504.99,$644.00,$504.99,,,2,#678958722451#,"Charter Arms","Revolver: Double Action",Pathfinder,22LR,"Double Action",8,"Stainless Steel","Rosewood Grips","FT:Integral RR:Adjustable",4.2,8.95,"Spurred Hammer/ Shrouded Ejector Rod"
52330,"CHT PATHFINDER 22M REV 2SS PNK",$349.99,$441.00,$349.99,,,12,#678958523300#,"Charter Arms","Revolver: Double Action",Pathfinder,"22 WMR","Double Action",6,"Pink Anodized Frame","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
53802,"CHT COYOTE 380 REV 2SS",$379.99,$490.00,$379.99,,,3,#0678958538021#,"Charter Arms","Revolver: Double Action",Coyote,"380 AUTO","Double Action",5,"Stainless Steel","Small Rosewood Checkered Grips",Fixed,2,6.25,"Spurred Hammer/ Shrouded Ejector Rod"
53804-CHT,"CHT COYOTE 380 REV 2SS LVNDR",$379.99,$490.00,$379.99,,,3,#0678958538045#,"Charter Arms","Revolver: Double Action",Coyote,"380 AUTO","Double Action",5,"Lavender & Highpolish Anodized Frame","Small Rosewood Checkered Grips",Fixed,2,6.25,"Spurred Hammer/ Shrouded Ejector Rod"
53805,"CHT COYOTE 380 REV 2SS PNK",$344.99,$490.00,$344.99,,,2,#0678958538052#,"Charter Arms","Revolver: Double Action",Coyote,"380 AUTO","Double Action",5,"Pink & Highpolish Anodized Frame","Small Rosewood Checkered Grips",Fixed,2,6.25,"Spurred Hammer/ Shrouded Ejector Rod"
52340-CHT,"CHT PATHFINDER 22M REV 2SS PRP",$349.99,$441.00,$349.99,,,0,#678958523409#,"Charter Arms","Revolver: Double Action",Pathfinder,"22 WMR","Double Action",8,"Purple Anodized Frame","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
72324,"CHT PATHFINDER 22M DA REV 2SS",$344.99,$434.00,$344.99,,,5,#678958723243#,"Charter Arms","Revolver: Double Action",Pathfinder,"22 WMR","Double Action",8,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
72342,"CHT PATHFINDR 22M DA REV 4.2SS",$359.99,$456.40,$359.99,,,1,#678958723427#,"Charter Arms","Revolver: Double Action",Pathfinder,"22 WMR","Double Action",6,"Stainless Steel","Rubber Grips with Finger Grooves","FT: Integral RR: Adjustable",4.2,8.95,"Spurred Hammer/ Shrouded Ejector Rod"
74020,"CHT PITBULL 40SW DA REV 2.3SS",$394.99,$497.00,$394.99,,,5,#678958740202#,"Charter Arms","Revolver: Double Action",Pitbull,"40 S&W","Double Action",5,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,2.3,6.75,"Rimless Revolver"
74520,"CHT PITBULL 45AP DA REV 2.3SS",$409.99,$519.40,$409.99,,,1,#678958745207#,"Charter Arms","Revolver: Double Action",Pitbull,"45 AUTO","Double Action",5,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,2.3,6.75,"Rimless Revolver"
79920,"CHT PITBULL 9MM DA REV 2SS",$399.99,$505.40,$399.99,,,5,#678958799200#,"Charter Arms","Revolver: Double Action",Pitbull,"9MM LUGER","Double Action",5,"Stainless Steel","Neoprene Grip with Finger Grooves",Fixed,2,7.25,"Rimless Revolver"
73802,"CHT PITBULL 380 DA REV 3SS",$364.99,$462.00,$364.99,,,1,#678958738025#,"Charter Arms","Revolver: Double Action",Pitbull,"380 AUTO","Double Action",6,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,3,6.75,"Rimless Revolver"
13520,"CHT MAG PUG 357 REV 2.2B BLKSS",$349.99,$439.60,$349.99,,,0,#678958135206#,"Charter Arms","Revolver: Double Action","Mag Pug","357 MAG","Double Action",5,"Black Passivate Coating","Rubber Grips with Finger Grooves",Fixed,"2.2 Ported",7.25,"Spurred Hammer/ Shrouded Ejector Rod"
73520,"CHT MAG PUG 357 DA REV 2.2SS",$349.99,$439.60,$349.99,,,5,#678958735208#,"Charter Arms","Revolver: Double Action","Mag Pug","357 MAG","Double Action",5,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,"2.2 Ported",7.25,"Spurred Hammer/ Shrouded Ejector Rod"
73521,"CHT MAG PUG 357 DAO REV 2.2SS",$349.99,$439.60,$349.99,,,2,#678958735215#,"Charter Arms","Revolver: Double Action Only","Mag Pug","357 MAG","Double Action Only",5,"Stainless Steel","Rubber Grips with Finger Grooves",Fixed,"2.2 Ported",7.25,"Concealed Hammer/ Shrouded Ejector Rod"
13920-CHT,"CHT MAG PUG COMBO 357 DA 2B",$519.99,$637.00,$519.99,,,0,#0678958139204#,"Charter Arms","Revolver: Double Action","Mag Pug Combo","357 MAG|9MM","Double Action",5,"Black Passivate","Classic Walnut Wood Grips",Fixed,"2.2 Ported",6.75,"Spurred Hammer/ Shrouded Ejector Rod"
73920,"CHT MAG PUG COMBO 357 DA 2SS",$519.99,$637.00,$519.99,,,0,#0678958739206#,"Charter Arms","Revolver: Double Action","Mag Pug Combo","357 MAG|9MM","Double Action",5,"Stainless Steel","Classic Walnut Wood Grips",Fixed,"2.2 Ported",6.75,"Spurred Hammer/ Shrouded Ejector Rod"
73542,"CHT MAG PUG 357 DA REV 4.2SS",$389.99,$490.00,$389.99,,,2,#678958735420#,"Charter Arms","Revolver: Double Action","Mag Pug","357 MAG","Double Action",5,"Stainless Steel","Rubber Grips with Finger Grooves","Adjustable Rear Sight",4.2,8.95,"Spurred Hammer/ Shrouded Ejector Rod"
93820,"CHT SOUTHPAW 38SP DA LH 2ALUM",$354.99,$448.00,$354.99,,,1,#678958938203#,"Charter Arms","Revolver: Double Action","Undercover Lite|Southpaw","38 SPL","Double Action",5,"Aluminum (Looks Like Stainless Steel)","Black Rubber Grips with Finger Grooves",Fixed,2,6.75,"Spurred Hammer/ Shrouded Ejector Rod"
63270,"CHT PROFESSIONAL 32H&R 3B 7RD",$422.99,$533.40,$422.99,,,1,#678958632705#,"Charter Arms","Revolver: Double Action",Professional,"32 H&R MAG","Double Action",7,Blacknitride,"Contoured Walnut Grips","Fixed Front Green Fiber Optic",3.0,7.81,"Spurred Hammer/ Shrouded Ejector Rod"
M-RPM-45FS8,"CMC MAG 1911 RPM 45AP SS 8RD",$28.99,$39.95,$28.99,$27.99,11/30/2024,0,#019962233005#,"Chip McCormick Custom",,,"45 AUTO",,8,"Stainless Steel",,,,,"18 Coils of High Tensile Rocket Wire Spring"
M-RPM-45FS10,"CMC MAG 1911 RPM 45AP 10RD SS",$30.99,$42.95,$30.99,$29.99,11/30/2024,0,#019962233104#,"Chip McCormick Custom",,,"45 AUTO",,10,"Stainless Steel",,,,,
M-PM-45FS8,"CMC MAG 1911 PM 45AP SS 8RD",$25.99,$35.95,$25.99,$24.99,11/30/2024,0,#705263141315#,"Chip McCormick Custom",,,"45 AUTO",,8,"Stainless Steel",,,,,
M-PM-45FS10,"CMC MAG 1911 PM 45AP 10RD SS",$27.99,$37.95,$27.99,$26.99,11/30/2024,0,#705263151505#,"Chip McCormick Custom",,,"45 AUTO",,10,"Stainless Steel",,,,,
M-MG-45FS8,"CMC MAG 1911 MG 45AP SS 8R",$23.99,$32.95,$23.99,$22.99,11/30/2024,11,#705263141100#,"Chip McCormick Custom",,,"45 AUTO",,8,"Stainless Steel",,,,,
M-CL-45FS8,"CMC MAG 1911 CL 45AP SS 8RD",$21.99,$29.95,$21.99,$20.99,11/30/2024,30,##,"Chip McCormick Custom",,,"45 AUTO",,8,"Stainless Steel",,,,,
M-MG-45CP7,"CMC MAG 1911C MG 45AP SS 7",$23.99,$32.95,$23.99,$22.99,11/30/2024,20,#705263141209#,"Chip McCormick Custom",,,"45 AUTO",,,"Stainless Steel",,,,,
M-RP-9FS10,"CMC MAG 1911 R PRO 9MM 10R SS",$27.99,$37.95,$27.99,$26.99,11/30/2024,0,##,"Chip McCormick Custom",,,"9MM LUGER",,10,"Stainless Steel",,,,,
801-15023-00,"CHA EVOKE HNTR BA 308 20B",$797.99,$998.99,$797.99,,,0,#840290524035#,"Christensen Arms","Rifle: Bolt Action",Evoke,"308 WIN","Bolt Action",4+1,"Black Cerakote","Camo Polymer Hybrid Hunter","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15024-00,"CHA EVOKE HNTR BA 6.5CR 20B",$797.99,$998.99,$797.99,,,0,#840290524042#,"Christensen Arms","Rifle: Bolt Action",Evoke,"6.5 CREEDMOOR","Bolt Action",4+1,"Black Cerakote","Camo Polymer Hybrid Hunter","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15025-00,"CHA EVOKE HNTR BA 6.5PRC 22B",$797.99,$998.99,$797.99,,,0,#840290524059#,"Christensen Arms","Rifle: Bolt Action",Evoke,"6.5 PRC","Bolt Action",3+1,"Black Cerakote","Camo Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15026-00,"CHA EVOKE HNTR BA 300 22B",$797.99,$998.99,$797.99,,,0,#840290524066#,"Christensen Arms","Rifle: Bolt Action",Evoke,"300 WIN MAG","Bolt Action",3+1,"Black Cerakote","Camo Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15027-00,"CHA EVOKE HNTR BA 300PRC 22B",$797.99,$998.99,$797.99,,,0,#840290524073#,"Christensen Arms","Rifle: Bolt Action",Evoke,"300 PRC","Bolt Action",3+1,"Black Cerakote","Camo Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15028-00,"CHA EVOKE HNTR BA 7MMPRC 22B",$797.99,$998.99,$797.99,,,0,#840290524080#,"Christensen Arms","Rifle: Bolt Action",Evoke,"7MM PRC","Bolt Action",3+1,"Black Cerakote","Camo Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15029-00,"CHA EVOKE PREC BA 308 20 GREY",$837.89,$1048.99,$837.89,,,0,#840290524097#,"Christensen Arms","Rifle: Bolt Action",Evoke,"308 WIN","Bolt Action",4+1,"Dark Grey Cerakote","Polymer Hybrid Hunter","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15030-00,"CHA EVOKE PREC BA 6.5CR 20 GR",$837.89,$1048.99,$837.89,,,0,#840290524103#,"Christensen Arms","Rifle: Bolt Action",Evoke,"6.5 CREEDMOOR","Bolt Action",4+1,"Dark Grey Cerakote","Polymer Hybrid Hunter","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15031-00,"CHA EVOKE PREC BA 6.5PRC 22 GR",$837.89,$1048.99,$837.89,,,0,#840290524110#,"Christensen Arms","Rifle: Bolt Action",Evoke,"6.5 PRC","Bolt Action",4+1,"Dark Grey Cerakote","Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15032-00,"CHA EVOKE PREC BA 300 22 GREY",$837.89,$1048.99,$837.89,,,0,#840290524127#,"Christensen Arms","Rifle: Bolt Action",Evoke,"300 WIN MAG","Bolt Action",3+1,"Dark Grey Cerakote","Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15033-00,"CHA EVOKE PREC BA 300PRC 22 GR",$837.89,$1048.99,$837.89,,,0,#840290524134#,"Christensen Arms","Rifle: Bolt Action",Evoke,"300 PRC","Bolt Action",3+1,"Dark Grey Cerakote","Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15034-00,"CHA EVOKE PREC BA 7MMPRC 22 GR",$837.89,$1048.99,$837.89,,,0,#840290524141#,"Christensen Arms","Rifle: Bolt Action",Evoke,"7MM PRC","Bolt Action",3+1,"Dark Grey Cerakote","Polymer Hybrid Hunter","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
CA10280-H13211,"CHA MESA BA 6.5CR 22B",$917.69,$1149.99,$917.69,,,0,#810651027055#,"Christensen Arms","Rifle: Bolt Action",Mesa,"6.5 CREEDMOOR","Bolt Action / Spiral Fluted Bolt",4+1,"Tungsten Cerakote","Carbon Fiber Composite/Black With Gray Webbing","No Sights","22 Hand Lapped/ Free Floating/Button Rifled",44,"TriggerTech Trigger (2.5-3.5 lbs/ 1/2x28 Threads"
801-15011-00,"CHA EVOKE BA 350LGND 18BB",$718.19,$898.99,$718.19,,,0,#840290523823#,"Christensen Arms","Rifle: Bolt Action",Evoke,"350 LGND","Bolt Action",3+1,"Burnt Bronze Cerakote","Polymer Hybrid Hunter","No Sights","18 Free Floating/ Button Rifled",40,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15012-00,"CHA EVOKE MSY OAK BA 243 20",$758.09,$948.99,$758.09,,,0,#840290523830#,"Christensen Arms","Rifle: Bolt Action",Evoke,"243 WIN","Bolt Action",4+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15013-00,"CHA EVOKE MSY OAK BA 6.5CR 20",$758.09,$948.99,$758.09,,,0,#840290523847#,"Christensen Arms","Rifle: Bolt Action",Evoke,"6.5 CREEDMOOR","Bolt Action",4+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15014-00,"CHA EVOKE MSY OAK BA 6.5PRC 22",$758.09,$948.99,$758.09,,,0,#840290523854#,"Christensen Arms","Rifle: Bolt Action",Evoke,"6.5 PRC","Bolt Action",3+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15015-00,"CHA EVOKE MSY OAK BA 270 22",$758.09,$948.99,$758.09,,,0,#840290523861#,"Christensen Arms","Rifle: Bolt Action",Evoke,"270 WIN","Bolt Action",4+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15016-00,"CHA EVOKE MSY OAK BA 7MM 22",$758.09,$948.99,$758.09,,,0,#840290523878#,"Christensen Arms","Rifle: Bolt Action",Evoke,"7MM REM MAG","Bolt Action",3+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15017-00,"CHA EVOKE MSY OAK BA 308 20",$758.09,$948.99,$758.09,,,0,#840290523885#,"Christensen Arms","Rifle: Bolt Action",Evoke,"308 WIN","Bolt Action",4+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","20 Free Floating/ Button Rifled",42,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15018-00,"CHA EVOKE MSY OAK BA 30-06 22",$758.09,$948.99,$758.09,,,0,#840290523892#,"Christensen Arms","Rifle: Bolt Action",Evoke,"30-06 SPRG","Bolt Action",4+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15019-00,"CHA EVOKE MSY OAK BA 300 22",$758.09,$948.99,$758.09,,,0,#840290523908#,"Christensen Arms","Rifle: Bolt Action",Evoke,"300 WIN MAG","Bolt Action",3+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
801-15020-00,"CHA EVOKE MSY OAK BA 7MMPRC 22",$758.09,$948.99,$758.09,,,0,#840290523984#,"Christensen Arms","Rifle: Bolt Action",Evoke,"7MM PRC","Bolt Action",3+1,"FDE Cerakote","Polymer Hybrid Hunter/ Mossy Oak Bottomlands","No Sights","22 Free Floating/ Button Rifled",44,"TriggerTech Trigger 2.5-3.5 lbs/ 5/8x24 Threads"
